FileName,centroid_freq,bandEnergy_1,norm_E_approx,bandEnergy_4,bandEnergy_6,bsf_energy,bpfi_energy,bandEnergy_5,norm_E_d1,mean_freq,abs_mean,var_freq,skew_freq,bandEnergy_7,std_freq,shape_factor,median_freq,wavelet_entropy,peak_freq,kurt_freq,norm_E_d3,bpfo_energy,range,bandEnergy_8,bandEnergy_3,impulse_factor,clearance_factor,norm_E_d2,peak,crest_factor,norm_E_d4,bandEnergy_2,kurtosis,bandEnergy_10,bandEnergy_9,ftf_energy,fr_energy,skewness,bpfo_over_fr,ftf_over_fr,bsf_over_fr,bpfi_over_fr,mean,variance,mean_square,rms,std
X097,1.1775193213757267,0.5391865607450607,0.5768590857481749,-0.18508165911238636,-1.184320029908629,0.9179550950895838,0.557460091375343,-1.0422368713954742,-1.4645206250008937,-1.4690417558139466,1.2663629061481856,1.3552060729561988,1.4563110230771978,-0.8096344584111123,1.3193396658774685,-1.0837091550209588,-1.3496855184697325,1.314354480012048,1.4885440907578784,1.1688900419537154,3.254276579478188,0.16926428924893003,-1.193093731579083,-0.811818052567549,-0.47088356130561837,-1.0725356641354158,-1.0725356641354158,-1.5232904670274434,-1.131082139556165,-1.1310821395561614,0.020249879615265292,2.584519396671458,-0.8296246356655816,-0.6612049217526704,-0.6060894751540344,1.2285774607650262,0.9276281017732204,-0.6950142148911101,-0.3564759054321533,0.07400969259605941,-0.23623767388036485,-0.2772393629995406,0.008662926312832652,0.0,0.0,0.0,0.0
X097,1.1215095375980253,0.5514374890330135,0.5311678666090858,-0.19390290350126754,-1.1846676682991162,1.0032010187003582,0.6033186029420491,-1.041734051610432,-1.4632586381518542,-1.4547472252332527,1.2805839243895676,1.3453062032735559,1.3769703234560293,-0.8098462680482695,1.3102772648072663,-1.091912035784092,-1.3823924357554778,1.2075630182137782,1.4059947930713534,1.0815495995230406,3.3708568225856324,-0.1301419619351569,-1.2948659907475473,-0.8147675219567422,-0.4408277234129058,-1.1727593685648914,-1.1727593685648914,-1.5047917397647488,-1.3185068470016748,-1.318506847001671,-0.04037571317142308,2.5684980578339562,-0.8356976375508888,-0.6647101229753236,-0.586425227692801,0.2837595993290189,0.572419993160019,-1.0099809553715389,-0.4220924645087167,-0.3099339203386819,-0.18547675235399388,-0.26963314579515696,-0.6479659028466108,0.0,0.0,0.0,0.0
X097,1.0529194885177582,0.48732889976259175,0.5110356209471912,-0.21376506071263285,-1.1848437397892662,0.7458265258919704,0.3954600072578654,-1.04189610200051,-1.4638174242328315,-1.4623157286430448,1.3106662602820265,1.3505529411147785,1.438277074284261,-0.8099457940803331,1.315080751216507,-1.1091497825879635,-1.3773402598320936,1.2092861224598428,1.4731118332134303,1.1590819230430702,3.389516505810934,-0.048318386200533345,-1.3134260061731982,-0.816204527315953,-0.408975714619357,-1.1880897491094633,-1.1880897491094633,-1.5166461059763667,-1.3419139965906817,-1.341913996590678,-0.01683540355124374,2.6383170542008902,-0.8442617523206506,-0.6682883520989945,-0.6057035901971448,0.8728735674668517,1.5354750605769776,-1.2322923698523467,-0.4751583233598885,-0.34358133079085745,-0.2803910960912101,-0.2844767547078309,-1.5234710083925354,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
X097,1.1895919535805521,0.45196978258772524,0.4633453520086862,-0.2006528113091754,-1.1843739853723516,1.177085023832694,0.9419598876529721,-1.0414661350342043,-1.46421001288967,-1.441377326156469,1.2779476205813471,1.336007437567255,1.4742351670127323,-0.8092982051817231,1.301760795957649,-1.0903940080225705,-1.3084563097266149,1.1779945582865254,1.4564919959399225,1.176463494823804,3.451903613406864,0.165117730467778,-0.9950683535804603,-0.8100348362764772,-0.4129298877248556,-0.927076879434103,-0.927076879434103,-1.5158435050351895,-0.8519594050972317,-0.8519594050972288,-0.00689738143774054,2.6676674246169623,-0.8299786322262622,-0.6609971703585421,-0.612963688508365,0.11521518603882223,0.29427492069380995,-0.9916362774140962,-0.15817277047154707,-0.2801172009546053,-0.09135481058055221,-0.2492924275088787,-0.06429583248266107,0.0,0.0,0.0,0.0
X097,1.3477761642004578,0.40554697326811434,0.5871741038219868,-0.1716332671903132,-1.1840543501697403,1.4121020863671683,0.9798607208893696,-1.0413413986118392,-1.4633422874628537,-1.4027089018773167,1.2827088241407063,1.308896298465607,1.511018974953674,-0.8085292479482445,1.2769065362656622,-1.0931347198187564,-1.2635603376085893,1.2358279276844317,1.542426857823681,1.2379885569017894,3.3005562670615363,0.7681682148801641,-0.9573691717521886,-0.8031234511769987,-0.42855128397652953,-0.9055114380476792,-0.9055114380476792,-1.5156395449308955,-0.809670180554846,-0.8096701805548433,-0.04414067200968981,2.702228248516738,-0.8225086944744352,-0.653448393201384,-0.5812997796287114,0.1983374714301235,0.32574020088033806,-0.956331685715025,0.21959240138471428,-0.21832572355862534,-0.06940045720434083,-0.25034181970414854,-0.866842179233092,0.0,0.0,0.0,0.0
X097,1.180691037899117,0.37355777561602155,0.365209221803331,-0.16299452110779894,-1.184597832352321,0.6673891687431311,0.3593153225988115,-1.041632934635361,-1.4606380194121693,-1.5298549686871288,1.3015954090589041,1.396829644411266,1.5216482254553318,-0.8094986747585027,1.3573903832792202,-1.1039682538961952,-1.3533234270525947,1.2256259583995328,1.5572582715936683,1.2230082626907919,3.4961049593019027,-0.01707903985719919,-1.211993694525676,-0.8108561253781985,-0.472652352282389,-1.1202844585650413,-1.1202844585650413,-1.4759074847210671,-1.214289058137462,-1.2142890581374584,0.04396753867206593,2.7439501832975393,-0.8360707829742048,-0.6683148276257884,-0.5927940755319827,1.043425881517484,0.8003137350813019,-0.849106454893816,-0.4061327955335027,0.057506254536614385,-0.2454028513568874,-0.2785077421744542,0.957126790654251,0.0,0.0,0.0,0.0
X097,1.2321375016797431,0.4062228950241664,0.3755165185472811,-0.1595542865785668,-1.1846009479626924,1.0597691536585048,0.7285705274252292,-1.041244308878734,-1.4610999268956955,-1.4994171768944873,1.253139771644463,1.3760960764090369,1.640210796817346,-0.8090249689241863,1.3384469635860978,-1.0760505140643564,-1.3262502763725366,1.2205565795621367,1.6798572593060574,1.3897589298630348,3.4888452164387487,-0.11573957656441236,-1.2267918928251877,-0.8025704875580503,-0.44902600752983557,-1.1514502236788207,-1.1514502236788207,-1.46295247877061,-1.2835102219475922,-1.2835102219475885,0.024254696235941287,2.7017140489675424,-0.8322832369108285,-0.6627641512900999,-0.5955948364762695,0.9350758560313608,0.9165541815648609,-0.6872310146527462,-0.45547692577845156,-0.08197577389581534,-0.22437304352697704,-0.2745783603329148,1.2124824464384791,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
X097,1.2311091771166718,0.49448381837712485,0.5274751652563111,-0.16502271341068675,-1.1843026032260908,1.2057656322550583,0.8283170374490577,-1.041484529478641,-1.46147487536451,-1.4840316993454263,1.2420283093541418,1.3655401257628756,1.400166833662047,-0.8087459237793925,1.3287944664869256,-1.0695914255861299,-1.3000437206806352,1.2539355535905239,1.511765536986421,1.0991474112687685,3.339563866307236,0.6750294293526997,-1.140516540610333,-0.8028307201040576,-0.4231022213927517,-1.0512885130867446,-1.0512885130867446,-1.4765140124731118,-1.0963540703959131,-1.0963540703959098,-0.03801461937300016,2.6071061406636686,-0.8297849162260409,-0.6616915084505983,-0.6087698117617468,0.4466174246306492,0.5775055398900313,-0.8212400402250742,-0.03536938720990784,-0.18909201328759975,-0.16513830518927503,-0.26528124736382847,-0.28317210886914224,0.0,0.0,0.0,0.0
X097,1.1533233552030984,0.5212836493694414,0.5213913436642413,-0.15322243364988752,-1.1842073112688274,1.3929242922838123,0.9174346721844377,-1.0416710503230364,-1.4605223709578512,-1.4882211151049283,1.2360398550526086,1.3684189909899964,1.358889512217604,-0.8095822493407473,1.331427470888581,-1.0661014005922163,-1.327416908632581,1.2832468361065448,1.5534417938614804,1.080866737198003,3.329861954074473,0.03102914018285593,-1.1297004780829736,-0.8087556943142656,-0.4044859650053718,-1.038541381081377,-1.038541381081377,-1.4902325603652866,-1.0736490584143865,-1.0736490584143832,-0.009060639391157057,2.569226171221491,-0.8278978246755381,-0.668545322022659,-0.6072127224316284,0.03437269643152235,0.04153830857727149,-0.48236732143693406,-0.05381500317347955,-0.08983957222583903,0.12058278583487753,-0.22194969666808517,0.15458044390382011,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
X097,1.1318598271646747,0.547448554581856,0.6887141105273927,-0.1741446622970597,-1.1842969549796982,1.1306919832982545,0.6783448668531677,-1.0416629043669539,-1.4641531784180677,-1.402836711675114,1.2654706183163553,1.308985359347417,1.2717261270171136,-0.8096095910342491,1.2769882417520058,-1.0831933080552028,-1.3288826223363752,1.2883770949213968,1.3678518252810608,0.9444798930401805,3.1678890658130214,2.2291826150968435,-1.1486704203133513,-0.8064380418770548,-0.40052717055985027,-1.0884267214549381,-1.0884267214549381,-1.556633222352499,-1.161435866738333,-1.1614358667383295,-0.024448098846462214,2.552138701113655,-0.8293093623841716,-0.6663924205517496,-0.6084161209837208,4.391943007316695,4.079821684732029,-0.07027943106257731,-0.2947227535649491,-0.047157712572197405,-0.3095785818820889,-0.28921867882999824,0.8476886524610104,0.0,0.0,0.0,0.0
X097,1.2024718460765684,0.5215669082057705,0.60726589505363,-0.1895709678577235,-1.184364212533466,1.285162587289301,0.8588752395265703,-1.0423042052211957,-1.4649568420463863,-1.4687545613932518,1.22696298280927,1.3550078105061294,1.4067416474548802,-0.8088591532529199,1.319158221741773,-1.0607994855050067,-1.3323568853923258,1.2426159920966808,1.5486989447095927,1.1245089984598258,3.27696657506991,0.46609427530010544,-1.1281220148948063,-0.805894030612605,-0.3693501494424784,-1.0970664179107124,-1.0970664179107124,-1.5343072361437458,-1.186183128006232,-1.1861831280062287,-0.03006520369560164,2.5801706241785385,-0.8133978458017112,-0.657955957675258,-0.6285508750080596,-0.146112697463315,0.13233636183457317,-0.2561822511867119,0.2500764554140094,-0.4825002303385029,0.013523480824161254,-0.2375389875811128,-2.39897611393846,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16
X097,1.2482613533291622,0.43344300719252726,0.506676931523422,-0.1832959338225047,-1.1841662915274143,1.4876318294330448,1.0527986552232145,-1.0419527156154351,-1.4634391865353822,-1.3972305004178467,1.1945274984039382,1.3050290774650581,1.461466398822776,-0.808663654712301,1.2733583302063372,-1.041734664603711,-1.2901294218055313,1.2241754820586594,1.503105085285177,1.1732462843800573,3.383662531332319,1.4949368243277592,-1.136983207368402,-0.7989714855807535,-0.3662588058889773,-1.0974380226126148,-1.0974380226126148,-1.5157239100582718,-1.1939166820936105,-1.193916682093607,-0.007149148707560289,2.6656791659197934,-0.8064937914141208,-0.6549175194151384,-0.6121030710239745,0.11423853093885054,0.8378096304394115,-0.096580214247117,0.1587890890063433,-0.5217849725561174,-0.18129619268410638,-0.2681839491045606,-0.39261024706238284,0.0,0.0,0.0,0.0
X097,1.2723794870637788,0.49264734518211156,0.6940782068700582,-0.20551581479360112,-1.1841925424469266,1.1597232594652165,0.7604565306957591,-1.0417522819928804,-1.4653355636408665,-1.431788830962027,1.2614626813679821,1.32931486470363,1.4328306548472411,-0.8084627267567928,1.295628668710094,-1.08087455212448,-1.3297552948063351,1.286464753339153,1.4761187602656798,1.1422860275825537,3.161509226694668,0.6936789314634617,-1.1567026055352474,-0.7989567856434634,-0.4051423438561675,-1.1116891336484478,-1.1116891336484478,-1.5584622155349475,-1.2064300653864017,-1.2064300653863982,-0.022583710431188123,2.6246537098206946,-0.8223483294822704,-0.6566604181797107,-0.5852317390660713,-0.1610820599037865,-0.09149651369831142,-0.1984797322149238,1.3027293973414333,-0.24940393717044732,0.26495677796605066,-0.19704569338818512,0.7747298936655167,0.0,0.0,0.0,0.0
X097,1.1654306858109793,0.5673697498570441,0.6103756805644647,-0.20602950306239137,-1.1846484883932766,1.1971972028111062,0.723532920920121,-1.042036582462425,-1.4652930826710513,-1.4423939259021514,1.2678794052993128,1.336715712828207,1.2741209024787148,-0.8096447034499571,1.302409632100377,-1.0845855536837268,-1.3422678939038535,1.3002911545033333,1.200790058044006,0.9340891926121896,3.2300895401320315,1.5859396548648246,-0.9759778877564981,-0.8111219001978066,-0.38282101291541343,-0.9331632845928732,-0.9331632845928732,-1.5199055533949664,-0.8661823188025766,-0.866182318802574,-0.006439792932531335,2.5447649428174044,-0.8178675731777013,-0.660962052970997,-0.6111716157426487,1.3299549725657096,1.7659093565497723,-0.17331124270968767,-0.13750788397014085,-0.24118212532214886,-0.2666468726695907,-0.28270822528409817,-2.4719348727339536,0.0,0.0,0.0,0.0
X097,1.2042318637653566,0.47043488827782604,0.4578478517688539,-0.1733348344090898,-1.184428095621039,1.182838078320285,0.7363958416242661,-1.0418575953508857,-1.4634884571901423,-1.4444975384505019,1.2243631438917821,1.3381806701814558,1.3299729854278668,-0.8097249096795762,1.303751571689764,-1.0592782194405819,-1.307251411455756,1.274929647133469,1.2939300883822111,1.0069052678972787,3.38364783972124,1.6855257125427943,-0.9291295543415046,-0.8087549232687753,-0.391264380349669,-0.8999232958487353,-0.8999232958487353,-1.483720018922557,-0.8149586536943555,-0.814958653694353,0.028489601697862202,2.630188502131326,-0.8022560028260082,-0.6635660738252439,-0.6314569906725447,0.33725679072082965,0.5447305601000214,-0.20054604146270202,0.48764235083943097,-0.252540520219174,-0.16108400042117432,-0.26611340497147945,-0.7938834204375983,0.0,0.0,0.0,0.0
X097,1.3543075144980161,0.37016742966953,0.41537563280739526,-0.16103995119016493,-1.1838402512960828,1.004506813986132,0.6045601574805548,-1.0402212543578435,-1.4629607269890057,-1.3582681543742146,1.260136811007897,1.2773400176294085,1.428879795472321,-0.8084375001799314,1.2479320801335814,-1.080106869549558,-1.2249976850334474,1.2988699129852197,1.3827545718454206,1.1288123605508784,3.4011809225661027,1.3561519572813974,-1.0803479516174104,-0.7981139899164535,-0.4246912462609918,-1.0744210586622462,-1.0744210586622462,-1.48673928272646,-1.1360507958537889,-1.1360507958537853,0.07335660762422187,2.7312239604962993,-0.8208759519309021,-0.6508459851021706,-0.59861826382184,0.6339558145050607,0.8354178502693683,-0.622567232049769,0.10782099104868174,-0.21177684938436211,-0.22066012570401444,-0.27514733029770755,-0.5020483852556235,-3.3306690738754696e-16,-3.3306690738754696e-16,-2.220446049250313e-16,-2.220446049250313e-16
X097,1.3415060188312344,0.3609943577644358,0.4806836878812667,-0.16728626730045368,-1.1837713032539927,1.3993951330392733,0.8055514294962821,-1.0405587501833897,-1.4622386951000663,-1.3451352981089852,1.3055227101206768,1.267933007834731,1.3272047776855704,-0.8078350947054261,1.2392852992696144,-1.1062133550650135,-1.2497767034014189,1.2648607814101174,1.4171657310501646,1.0307726587012023,3.3749186126151,1.0839843613934719,-1.1752576677882713,-0.7921030037308459,-0.3854465093990907,-1.112971097519877,-1.112971097519877,-1.4876448280953884,-1.1995025022731143,-1.1995025022731107,0.0068871177007650665,2.734010761084762,-0.8342715657000758,-0.6532348412295615,-0.5965296098381111,0.1980667558241608,0.8204566044504708,-0.10080175912901516,0.012244608809520415,-0.46697914004264274,-0.1862180358237255,-0.27171224002149563,-1.4505122495970417,0.0,0.0,0.0,0.0
X097,1.1838505253680522,0.38647468707699645,0.37836591635686556,-0.1710119931453407,-1.184275632335383,1.1994560416035658,0.692651117690579,-1.041556526852311,-1.4613840373802138,-1.4214199043034839,1.2280044453590402,1.322054429266721,1.4511965344142685,-0.8095408165857106,1.2889737735519065,-1.0614085517999254,-1.3102256426156824,1.172333583548013,1.616566380632272,1.2069433406940537,3.5184289845146983,0.5729328437695842,-1.029226874422298,-0.8058630304973234,-0.38065849618948927,-1.0168907450512719,-1.0168907450512719,-1.4568890033339479,-1.034672627750895,-1.034672627750892,-0.011365978723075534,2.7115890644179856,-0.8072310717379568,-0.6634165445504242,-0.6061512202469533,-0.056993958525249466,0.16035064863284704,0.521320345357808,0.2988389782663779,-0.3786367774386904,-0.021877146696027576,-0.24656882852471376,-0.8303627998353451,0.0,0.0,0.0,0.0
X097,1.2443092614291367,0.38224778221723654,0.3843946183430914,-0.18897311742175577,-1.1839796561709406,0.9952489620517884,0.7131174572750923,-1.040503698280823,-1.4636293976782164,-1.3825332880920598,1.1812911681904652,1.294622536230174,1.4317026112424773,-0.8090667549339491,1.263806625152963,-1.033900857370563,-1.307333260276854,1.1815868522925819,1.5276500807578657,1.1647401640555817,3.5094016384989954,0.7888156631513252,-0.9108944474500108,-0.8032851173579875,-0.36737557422254097,-0.9582366314776379,-0.9582366314776379,-1.4890830290571389,-0.9359702319990579,-0.935970231999055,0.02330565984683695,2.7206385912891444,-0.7948927680641406,-0.6548000963352653,-0.6202747176925085,1.097648343094343,0.9762807158639143,0.02433510214065365,-0.15469433010497852,-0.027957626248069897,-0.23455255171085534,-0.2756986879197713,2.270384448973138,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
X097,1.1486961977791628,0.33026354817660797,0.34384707346278925,-0.19955582164888291,-1.1842307682844875,1.4177004124628456,0.9786599356027983,-1.041352077109469,-1.4629507790627592,-1.472832337059726,1.2190823266390518,1.3578233387923344,1.5946206344625278,-0.8093563520203111,1.3217347347664847,-1.0561845433773835,-1.329781768247173,1.1607126526966822,1.5984621716173832,1.3345619588858249,3.5583905909355655,1.1173542182036478,-1.031934616178189,-0.8079373045466612,-0.39260896408013235,-0.9608761988777785,-0.9608761988777785,-1.5097494854399867,-0.9312581110578204,-0.9312581110578171,0.05476143747290408,2.7881640542631554,-0.8118376549855514,-0.6679384798877591,-0.6318941211739902,-0.012446738481006378,0.10654250987336868,-0.42705842410083145,0.9229164626959022,-0.26114799598243094,0.06110593744002836,-0.22960099693939384,-1.2316359732105604,-2.220446049250313e-16,-2.220446049250313e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
