DataNumber,FaultType,FaultSize,Load,RPM,SamplingFreq,BA_Mean,BA_Std,BA_Min,BA_Max,BA_RMS,BA_Kurtosis,BA_Skewness,DE_Mean,DE_Std,DE_Min,DE_Max,DE_RMS,DE_Kurtosis,DE_Skewness,FE_Mean,FE_Std,FE_Min,FE_Max,FE_RMS,FE_Kurtosis,FE_Skewness
X209,IR,0021,0,1797.0,12000.0,8.712781278189125e-05,0.09288295066153805,-0.4237448780811351,0.4405542317111499,0.0928825077597491,3.8275038478065087,0.17991363099464067,-1.3947936931978081e-05,0.5268978901817023,-3.385892997122935,3.77384143401479,0.5268951460993255,7.599323415954656,0.3020013148693615,7.013213139078744e-05,0.22893105405099876,-1.1598504851223972,1.1063131512412392,0.22892987244106133,3.540559917621394,-0.001167799904201259
X210,IR,0021,1,1774.0,12000.0,-7.853042362983135e-05,0.07254858557417232,-0.3213052759651729,0.3896491453998124,0.07254825021892136,3.989112579947952,0.18405072794550553,5.3120368954781785e-05,0.44160370487917106,-3.2870744899905344,3.683016927175134,0.441601408048818,7.67517227138458,0.2636919563874994,0.0003068580687277749,0.17197423985005938,-0.8910538993176358,0.8538715552278185,0.1719736179171495,3.7700054720795646,0.07845605125152065
X211,IR,0021,2,1752.0,12000.0,-2.4361795177886664e-05,0.07075996617002368,-0.3356398521030414,0.4131377146625373,0.07075960182132998,3.9761624657845056,0.17404646144935748,6.303926762145519e-05,0.487478745855258,-3.127462119660356,3.619687081936451,0.48747621097288907,8.02801451586991,0.24855185339602537,0.00016568463994198187,0.1702361398610798,-0.8649547114017246,0.9785889249619115,0.17023533384002526,3.9810128106899767,0.05994211971632567
X212,IR,0021,3,1728.0,12000.0,7.199605070722347e-05,0.07341719335553963,-0.35342569773267557,0.4527706227421019,0.07341684627471244,3.887110774515059,0.21995200924038982,4.456129776008219e-06,0.44600159933663813,-3.078554865592405,3.563823677321767,0.4459992764278536,8.192703796874014,0.3057717688483936,6.539783985974025e-05,0.16610942511943766,-0.8096416430124129,0.8335838115330416,0.16610857283767022,3.947030636407708,0.06835985471866171
X056,IR,0028,0,1797.0,12000.0,,,,,,,,-1.6708159148378832e-05,0.8363847827108863,-3.6108005273747734,4.424253772625226,0.8363804266956861,3.3715650661363474,0.1039034402194204,,,,,,,
X057,IR,0028,1,1772.0,12000.0,,,,,,,,8.70786261354527e-05,0.8393363872960529,-3.7252176435686564,3.9224678564313438,0.8393320202580811,3.191359338298152,0.09854351243894813,,,,,,,
X058,IR,0028,2,1750.0,12000.0,,,,,,,,0.00012745786629594926,0.8388153803070363,-4.198644544545163,3.807926755454838,0.838811021149205,3.287609395571082,0.1460086970037049,,,,,,,
X059,IR,0028,3,1730.0,12000.0,,,,,,,,1.02862406823681e-05,0.8237618251210624,-3.8284720774311927,3.6959227225688074,0.823757534747939,3.3046765801167646,0.16247545536694694,,,,,,,
X130,OR,0007,0,1796.0,12000.0,-8.2285464682086e-06,0.07670489569634183,-0.3568715543995839,0.38977343076362087,0.07670449663199887,4.044163377253279,0.15027712993743816,0.001124792122671508,0.6718356780749813,-3.431872673853709,3.6072536734516802,0.6718331204934861,7.61493542570591,0.05294512752283061,-0.00031008889000256706,0.25535316848776035,-1.0676353237384875,1.0727901308069672,0.2553520267994781,3.5868519366243157,0.06370370357979667
X131,OR,0007,1,1773.0,12000.0,-8.187577415710955e-05,0.06862509667773381,-0.28230457897148653,0.3556592192480981,0.06862478809716022,4.0028364901882085,0.15882639645458146,2.1258021640350487e-05,0.5918107242666153,-2.9660656448632152,3.1081960317834914,0.5918076422928653,7.557340025482924,0.03273723588883671,-0.0001513914901806527,0.25695954933767956,-1.0540881787439684,1.0339463667105768,0.2569582556006959,3.4335520507354143,0.07300676586977456
X132,OR,0007,2,1750.0,12000.0,4.093621259180743e-05,0.07012147267718405,-0.32794870424734884,0.3703711770582892,0.07012111940936584,4.173632769436192,0.17065245685070088,-6.290485740949325e-05,0.5708531971655328,-3.0861188404715976,3.097380460925608,0.5708502274299562,7.850442315078547,0.018885444372240684,0.0002478900889500996,0.22569275313672957,-0.9120968196269589,1.017532271282132,0.22569171378653577,3.677672732461157,0.04142758225889661
X133,OR,0007,3,1725.0,12000.0,-2.706539514601224e-05,0.07321872132938546,-0.3319099850538998,0.3726466915039638,0.07321834498329051,4.062612735689074,0.12376339050880605,2.676880349011702e-05,0.5813229304805694,-3.007548540814773,3.2315847925185603,0.5813199033654175,7.958870612746914,-0.0026387975714043488,0.00012468929506396383,0.25577894279235575,-0.956866876860239,1.1944476685943064,0.2557776409993484,3.6764196367565165,0.07959344022257046
X197,OR,0014,0,1796.0,12000.0,-0.00013474407154241724,0.038394825868301445,-0.18107231738014776,0.1758333206020481,0.038394862332882924,2.9169344095735923,0.053293133394349906,0.0001819870235729244,0.09959427425000726,-0.47468469551385223,0.4186107535879442,0.09959392180019319,3.005820320940494,0.002747170879136944,-0.00021567222941999546,0.1463992904165069,-0.5145229733657837,0.5117224811796709,0.14639868678076143,2.4508727286601726,-0.0016047271135067953
X198,OR,0014,1,1772.0,12000.0,9.332921063963654e-05,0.031020143002312376,-0.1399639348323871,0.12994846872844382,0.03102012183721322,2.900750922233515,0.057027933512691545,-6.555733940426241e-05,0.09378797987324097,-0.40474331711111083,0.39273895833799094,0.09378751430515345,2.945668496849164,-0.000853831623671306,0.00036181108942266895,0.10156447967541503,-0.39183774783103187,0.37635679762351354,0.10156459514765517,2.7958963256460336,-0.00043402411837762577
X199,OR,0014,2,1749.0,12000.0,-0.00011341055694153262,0.03041408431827833,-0.12047350125427092,0.12581955512555107,0.030414137358882435,2.954652173791621,0.07319739172345201,4.101563590589566e-05,0.09656517700007225,-0.41308983558415396,0.4741969907631514,0.0965646827657831,3.019236320303757,0.003677508485386533,0.00020499589447080715,0.09300531281889864,-0.38908748821537764,0.38527069360280414,0.09300505433477291,2.8749213746348072,0.019584735266578977
X200,OR,0014,3,1723.0,12000.0,-3.4659082221996025e-05,0.03720401202665767,-0.14745112231293417,0.14793154831021127,0.03720383439945647,2.8773174265827755,-0.06395849402216124,-6.884442733658328e-05,0.09486662639600281,-0.6677062242551808,0.6625947338286515,0.09486615727792805,3.898027222824748,0.005584589398459595,1.4000971297899456e-05,0.0985662479735437,-0.4576462653355202,0.4531337346644797,0.09856573560073024,3.065575379344386,0.02898299296726168
X234,OR,0021,0,1796.0,12000.0,-6.552903663283189e-05,0.1039164639433618,-0.6786137038620944,0.8480461180963628,0.10391594337156396,10.192320484935088,0.6806868356202466,6.814887086873968e-05,0.5858788732616586,-6.416451668410195,6.648205816619745,0.5858758257647735,21.017753842183335,0.1317979755127142,-3.6813917136831705e-05,0.20253793125902175,-1.972104664220167,1.7850426085071056,0.20253687971693882,11.038549016614791,0.10988535752434973
X235,OR,0021,1,1771.0,12000.0,-7.844366351784222e-06,0.09108730950522569,-0.6167436672962068,0.8002020695979575,0.09108683542869692,11.253667529262595,0.6437264787166938,9.151649240861751e-05,0.5698771725071317,-6.11624763111758,6.203644784052081,0.569874211737477,22.211522215685953,0.13054544115906933,0.00014053814870502177,0.18967239875195668,-1.6891786222679614,1.803137741368402,0.1896714629385845,13.416456323020912,0.22561293093574467
X236,OR,0021,2,1748.0,12000.0,-8.280853519761639e-05,0.08937704793608331,-0.6497992373262049,0.7663415539695421,0.08937662079098296,11.122908181614855,0.6226485197899982,4.523413290269082e-06,0.5652963912323358,-6.656715869724393,6.649563870794569,0.5652934469907286,23.894134359146324,0.15481135543696334,-0.00010797986587276343,0.19829762451218483,-1.931400910168903,1.8970390898310967,0.19829662110889093,13.414038340392025,0.14955667112061716
X237,OR,0021,3,1721.0,12000.0,-1.8291446506667104e-05,0.094231421979878,-0.6312779247289416,0.8562615411464294,0.09423093296524729,9.818887788390526,0.6700932019598328,-8.78108411117021e-05,0.5445704483719285,-6.656892902900743,6.649386837618219,0.5445676191398172,23.775744111788093,0.13283698119092383,3.640656802954513e-05,0.19435255975838414,-1.888786513848637,2.0582007588786357,0.19435155091273137,13.457489837394446,0.22205894724120426
X156,OR,0007,0,1797.0,12000.0,1.3133899862963923e-05,0.03955695409378794,-0.1802760964599293,0.18862028336202916,0.039556750247852046,2.9400135268013328,0.006069693767568153,-0.0006501753322089162,0.23793328858884213,-1.7738020870250732,1.679893641517841,0.23793293768566015,8.097088694865064,-0.03592203555630922,-1.6622077073227623e-05,0.12906282312048092,-0.9925867154861641,1.020662375422927,0.12906215198691573,4.770283090906148,-0.006524285627661394
X158,OR,0007,1,1773.0,12000.0,-4.990667147506572e-05,0.0409084956049872,-0.1809397571796353,0.16916576210819853,0.0409083129815351,2.882276955086841,0.012777519090616135,-1.3519893613126212e-05,0.23450304084898943,-2.0440201052350133,1.7881494756033096,0.2345018198655402,7.976512098830604,-0.047531346292124035,8.066520005885186e-05,0.13608432733841655,-1.0075831635120622,1.0993532001243012,0.13608364247166377,5.046616369049852,-0.00631187076045868
X159,OR,0007,2,1750.0,12000.0,-2.1976541484373562e-05,0.04040889430809485,-0.22687774616314613,0.20531204612172038,0.04040868982060199,3.2507688166932907,0.03374482560696182,-6.680378320696528e-05,0.2708297392786964,-2.309110012057076,2.2572663552083934,0.2708283369425311,8.487510110415883,-0.01849030642132143,-0.00022099494665928015,0.14655941823303392,-1.187874911139841,1.2471723615874315,0.14655882151914792,7.027835302495704,0.017332910749200157
X160,OR,0007,3,1724.0,12000.0,-6.462767199778672e-05,0.04474481074207794,-0.21123348748653786,0.2194272840268153,0.044744624368653944,3.15685754087886,0.08578163298747818,8.553089677182641e-05,0.2556879081256745,-1.9109413916772469,1.6104897859674636,0.2556865907200188,8.227412491806282,-0.03502564775059759,8.953739235545851e-05,0.1404233358877142,-1.054986600183402,1.088315217998416,0.14042263306004232,5.900684791208974,-0.006806209603709925
X258,OR,0021,0,1796.0,12000.0,-7.939873031463442e-05,0.06246287905854743,-0.45244788100034433,0.35225965609164384,0.062462604193686454,6.0366780762054315,-0.35254170165280785,0.0034013899704348287,0.38369694016829103,-4.30613939865128,4.6667771682149874,0.38371001781522723,34.36254227270863,-0.33481233459275983,-9.96293256514979e-05,0.137415957437043,-0.8843431887195907,0.9926895385531362,0.1374152778438807,7.646657433925198,0.06556409981081775
X259,OR,0021,1,1771.0,12000.0,9.292209343441266e-05,0.05849257140606758,-0.44580778722407305,0.3308945273159864,0.05849234056545257,7.801304191734285,-0.5270362449946401,5.310107076904903e-07,0.3515118905164072,-3.994115114465008,4.277487779746569,0.3515100597209441,33.25101288233306,-0.398073874959044,-4.062675217153533e-07,0.13556097257332514,-1.0624444926879764,1.0960609618574781,0.13556026652536313,9.791307990947036,0.13315857607704573
X260,OR,0021,2,1746.0,12000.0,9.41420017092534e-06,0.05933629207295998,-0.4851915403881081,0.34410104121426593,0.05933598377579207,7.776597651401205,-0.4948755805373216,0.00015303086615010272,0.34412584937926644,-3.958918504392499,4.1047674237512135,0.3441240910786331,33.24311576085089,-0.4294827984296994,0.00020521712396978715,0.13663021234350267,-1.0228187722131514,1.1276739550595758,0.13662965484364342,9.277869490932996,0.0494984063648453
X261,OR,0021,3,1718.0,12000.0,3.533287961945187e-05,0.06281650955239498,-0.43414983989486133,0.34315603547605866,0.06281619231925005,6.093327767428688,-0.3680705630173527,-5.6903355757743936e-05,0.3124951319684341,-3.5419973562156626,3.679056336399108,0.31249350956627797,33.16228838729781,-0.44458065858867796,6.399082098837513e-06,0.14121118957015105,-1.0936207478686586,1.0330392521313412,0.14121045423828021,6.568588595964446,0.002768779713083072
X144,OR,0007,0,1797.0,12000.0,1.6250416148228916e-05,0.08618906882680417,-0.40273645381604767,0.36974093490798804,0.08618862145620074,3.1653200415739366,-0.11543567485601325,-1.0175912998783646e-06,0.769660061017194,-3.013865895804665,3.341814643117491,0.7696560523612763,4.234085571171114,0.0654059368017205,-0.00022149229833226392,0.16838782808357367,-0.6884677394763624,0.7449886241600011,0.16838709673421035,3.11382935998111,0.017084274408736954
X145,OR,0007,1,1774.0,12000.0,-4.159042244287692e-05,0.09015720379201878,-0.3555884323252619,0.38936658251153344,0.09015674381511514,2.9422760870873303,-0.09604361209570385,-6.01578470971592e-05,0.8489761572785539,-3.3118995067233032,3.467330632997256,0.8489717376476019,4.052414036460462,0.0735069497958833,0.0001658571146271793,0.1903862811144082,-0.8497270334535546,0.9334129665464453,0.19038536176110432,3.342055535154106,0.10115029916861018
X146,OR,0007,2,1751.0,12000.0,0.00013702642637045625,0.09045844436870074,-0.3708903682546385,0.3059829848610886,0.09045807701402002,2.8551320868501917,-0.18914216302165412,-0.0001722541679774965,0.8530073940582269,-3.35715177991856,3.631213589342917,0.8530029686921904,3.94932515350742,0.0734369325262236,1.1159952580780063e-05,0.18448512486032728,-0.8108342467519646,0.8430748441571262,0.18448416433534776,3.293558685853124,0.0705894769027108
X147,OR,0007,3,1725.0,12000.0,6.839512538218247e-05,0.09499722365270699,-0.40667973929969203,0.3543299936379935,0.09499675349554697,3.112032369959021,-0.24039347650648274,0.00011924026305178213,0.7961915945544873,-3.322787017046288,3.612380847225169,0.7961874566414192,4.088742915792577,0.08318038293729652,-7.562143634349116e-05,0.18009602050330517,-0.814138088917404,0.9414710019916868,0.1800950983773729,3.2908802007315368,-0.0782590255686472
X246,OR,0021,0,1796.0,12000.0,3.5919639627482225e-05,0.14161161530580688,-0.7180439921327515,0.6782951374419272,0.14161088229890312,4.280582215935991,-0.03577719818296958,0.00014085857158854846,0.3156645327445497,-1.9872553632580854,2.653353858298801,0.31566292008189045,6.9998511888706245,0.09005918464009464,5.7412533394525324e-05,0.22270027675800247,-1.2756395205537265,1.1855004794462733,0.2226991242582729,4.6066516187472,-0.012345627822105604
X247,OR,0021,1,1771.0,12000.0,-5.526100850837865e-05,0.1308802844384881,-0.7260308615166687,0.6428596231519763,0.13087961443493165,4.717682140943509,-0.07144477125984373,-3.932186753861141e-05,0.2840374495003397,-1.8756361968163908,2.1860542223452857,0.2840359728566257,7.098674362584844,0.1479654932989718,0.00012946277661581146,0.2190195851566898,-1.5646629464468689,1.2389697808258582,0.21901848268972132,5.95478411787157,-0.13755925231890612
X248,OR,0021,2,1747.0,12000.0,-0.00011303937922135779,0.1302246395680694,-0.6510799369031252,0.6621888069148769,0.13022401037421513,4.831353601643171,-0.03592463050815543,3.183295486845723e-05,0.27945277215606357,-1.6381639662251049,2.113762660521402,0.2794513184821682,6.818110248053706,0.16056670785571064,0.00013960862052563678,0.2240040147787089,-1.6517840701484137,1.2693686571243135,0.22400289159326603,5.8461520247144465,-0.14103940497399928
X249,OR,0021,3,1719.0,12000.0,-3.329233651500329e-05,0.13239293185285378,-0.646156477515587,0.6995515739186366,0.13239224649050707,4.694182540794223,0.036269552562589596,2.9346529652757146e-05,0.27943223760629754,-1.6769128215691496,2.2936514898080955,0.27943078376729347,6.405792220449206,0.154939912864674,0.00022285568846873563,0.21774536255930568,-1.6298683841410766,1.153629797677105,0.21774434250946142,5.850487717010191,-0.2007445990794465
X282,B,0007,0,1798.0,12000.0,-8.818907703245522e-05,0.11849278881186653,-0.3336095059604812,0.311795874850597,0.11849220447814907,2.114046566904267,-0.06306011515348581,-0.00010905050042301719,0.08487763467435773,-0.696405293197113,0.5660405351462005,0.08487726265638716,3.8561298454415915,0.0220785827817074,-0.00011950610134160234,0.14161250199741307,-2.1205559917452814,2.185836216046927,0.1416118148559401,16.55421772707915,0.059948292324704076
X283,B,0007,1,1777.0,12000.0,-0.00035859561880966987,0.16144866501882374,-0.38177316313745874,0.3730243244985453,0.16144822238032663,1.7186066204954284,-0.03930782275275546,-0.00026052381034459473,0.08334861768134999,-0.7951837334932704,0.655686845349045,0.0833485907352181,4.182592659528787,-0.001150917466380729,-0.0015511171415871442,0.11410811897372401,-1.9324837183510029,1.9921297881425037,0.11411806670376146,20.55648419355684,0.047434256358185926
X284,B,0007,2,1755.0,12000.0,-5.337734112972152e-05,0.20017830211507562,-0.4490535313495373,0.4254393667711354,0.20017726663358085,1.6822783288732488,-0.019995443922885558,6.43604581029404e-05,0.0870209063276339,-0.5552018989085803,0.484382931430741,0.08702047689310909,3.385259450499168,-0.04385465664132179,3.14596360904392e-05,0.12527994642513474,-1.1654549846820916,1.2795221581750515,0.1252792978737236,7.9608449668937915,-0.05374734715875887
X285,B,0007,3,1732.0,12000.0,1.0974974874432101e-05,0.23392589494654847,-0.5118140501967792,0.5210921416924396,0.23392467683679424,1.6738440905105194,-0.012824273025843548,4.335482332212424e-05,0.09209838647763725,-0.9347549489516279,0.9509544722060567,0.09209791700187014,5.868481156848506,-0.01982256844212744,3.37816769418347e-05,0.11477408015098634,-2.670773918063318,2.5237253027159032,0.11477348733930108,16.27346556226758,-0.04990336454442684
X286,B,0014,0,1796.0,12000.0,0.00019073134285264138,0.2961008690545817,-0.6879285510178463,0.6632531304856157,0.29609938828799565,1.6795035014992814,-0.023849321751549867,-6.478068652249463e-05,0.14570684689126162,-1.5072674056740474,1.546513033447709,0.14570610240015028,11.506295157537359,0.02568045343302169,3.9666765971930336e-05,0.22881648067976237,-3.0873146125224484,2.94057759526976,0.22881529236241396,15.70813785533964,0.09224018964224136
X287,B,0014,1,1775.0,12000.0,0.0001343532242402542,0.4489273758315767,-0.8803866256862858,0.8881593485966027,0.4489250577665292,1.5994562062674809,0.0041097294729644475,2.611409627343627e-05,0.12574398411945556,-1.4744453077184305,1.4473565884891544,0.1257433319128249,13.450397148681178,0.0529245767749154,-2.5291208108684493e-05,0.18100811650075985,-2.667048847201074,3.2661303735781475,0.18100717551460366,27.534904904610123,0.25241167855777535
X288,B,0014,2,1755.0,12000.0,9.453286803414114e-05,0.5601830424907625,-1.0763100127573781,1.076275506530456,0.5601801328395708,1.5845369277531296,0.0026335506148214105,5.766379210124506e-05,0.21675819704546362,-1.5894272164297467,1.7165337616141654,0.21675707576371778,7.785555745789554,0.02087308863615799,-1.901081735842664e-05,0.2958918716360202,-2.6624082910121643,2.5358306700267974,0.29589033113922686,8.840735024351517,0.04348943916994587
