File Name,fs_inferred,fs_target,cls,size_in,load_hp,or_pos,DE_Mean,DE_RMS,DE_Peak,DE_Kurtosis,DE_Skewness,FE_Mean,FE_RMS,FE_Peak,FE_Kurtosis,FE_Skewness,BA_Mean,BA_RMS,BA_Peak,BA_Kurtosis,BA_Skewness,DE_FE_Correlation,DE_BA_Correlation,FE_BA_Correlation,DE_SpectralCentroid,FE_SpectralCentroid,BA_SpectralCentroid,DE_WaveletEnergy_aaa,DE_WaveletEnergy_aad,DE_WaveletEnergy_ada,DE_WaveletEnergy_add,DE_WaveletEnergy_daa,DE_WaveletEnergy_dad,DE_WaveletEnergy_dda,DE_WaveletEnergy_ddd,FE_WaveletEnergy_aaa,FE_WaveletEnergy_aad,FE_WaveletEnergy_ada,FE_WaveletEnergy_add,FE_WaveletEnergy_daa,FE_WaveletEnergy_dad,FE_WaveletEnergy_dda,FE_WaveletEnergy_ddd,BA_WaveletEnergy_aaa,BA_WaveletEnergy_aad,BA_WaveletEnergy_ada,BA_WaveletEnergy_add,BA_WaveletEnergy_daa,BA_WaveletEnergy_dad,BA_WaveletEnergy_dda,BA_WaveletEnergy_ddd,DE_FE_EnergyRatio_aaa,DE_BA_EnergyRatio_aaa,DE_FE_EnergyRatio_aad,DE_BA_EnergyRatio_aad,DE_FE_EnergyRatio_ada,DE_BA_EnergyRatio_ada,DE_FE_EnergyRatio_add,DE_BA_EnergyRatio_add,DE_FE_EnergyRatio_daa,DE_BA_EnergyRatio_daa,DE_FE_EnergyRatio_dad,DE_BA_EnergyRatio_dad,DE_FE_EnergyRatio_dda,DE_BA_EnergyRatio_dda,DE_FE_EnergyRatio_ddd,DE_BA_EnergyRatio_ddd,RPM,DE_FTF,DE_BPFO,DE_BPFI,DE_BSF,DE_rho_d_over_D,FE_FTF,FE_BPFO,FE_BPFI,FE_BSF,FE_rho_d_over_D,DE_FTF_peak_ord,DE_FTF_bandE_ord,DE_FTF_Eratio_ord,DE_FTF_harmE_M5_ord,DE_FTF_harmRatio_M5_ord,DE_FTF_SB_Q3_ord,DE_FTF_SBI_Q3_ord,DE_BPFO_peak_ord,DE_BPFO_bandE_ord,DE_BPFO_Eratio_ord,DE_BPFO_harmE_M5_ord,DE_BPFO_harmRatio_M5_ord,DE_BPFO_SB_Q3_ord,DE_BPFO_SBI_Q3_ord,DE_BPFI_peak_ord,DE_BPFI_bandE_ord,DE_BPFI_Eratio_ord,DE_BPFI_harmE_M5_ord,DE_BPFI_harmRatio_M5_ord,DE_BPFI_SB_Q3_ord,DE_BPFI_SBI_Q3_ord,DE_BSF_peak_ord,DE_BSF_bandE_ord,DE_BSF_Eratio_ord,DE_BSF_harmE_M5_ord,DE_BSF_harmRatio_M5_ord,DE_BSF_SB_Q3_ord,DE_BSF_SBI_Q3_ord,FE_FTF_peak_ord,FE_FTF_bandE_ord,FE_FTF_Eratio_ord,FE_FTF_harmE_M5_ord,FE_FTF_harmRatio_M5_ord,FE_FTF_SB_Q3_ord,FE_FTF_SBI_Q3_ord,FE_BPFO_peak_ord,FE_BPFO_bandE_ord,FE_BPFO_Eratio_ord,FE_BPFO_harmE_M5_ord,FE_BPFO_harmRatio_M5_ord,FE_BPFO_SB_Q3_ord,FE_BPFO_SBI_Q3_ord,FE_BPFI_peak_ord,FE_BPFI_bandE_ord,FE_BPFI_Eratio_ord,FE_BPFI_harmE_M5_ord,FE_BPFI_harmRatio_M5_ord,FE_BPFI_SB_Q3_ord,FE_BPFI_SBI_Q3_ord,FE_BSF_peak_ord,FE_BSF_bandE_ord,FE_BSF_Eratio_ord,FE_BSF_harmE_M5_ord,FE_BSF_harmRatio_M5_ord,FE_BSF_SB_Q3_ord,FE_BSF_SBI_Q3_ord
merged_OR014@6_2.xlsx,12000,32000,OR,0.014,2,6,2.03E-06,0.093808046,0.474588522,3.031458574,2.00E-05,1.13E-06,0.08776536,0.410433067,2.863204812,0.016865367,2.85E-07,0.025469626,0.111431961,2.913625415,0.010819525,-0.04255586,0.032599485,0.195644931,1213.721797,1282.980816,894.6166775,0.0992895,0.617393786,0.001569148,0.275314046,1.26E-05,0.002761078,7.87E-05,0.00358116,0.094943692,0.448373642,0.003233669,0.438145705,2.64E-05,0.004470746,0.000177436,0.010628724,0.507630608,0.275437532,0.001173134,0.209900576,8.53E-06,0.002275825,1.83E-05,0.003555456,1.045772477,0.195593998,1.376962712,2.241502027,0.485253004,1.33756891,0.628361851,1.311640263,0.477850654,1.47882422,0.617587682,1.213220489,0.443392221,4.289037981,0.336932268,1.007229484,1749,11.61068966,104.4962069,157.8537931,68.69843758,0.203383214,1042.823657,16673.01527,0.030978629,35666.90492,0.066269465,100434.4976,2.815901683,539.6574484,4569.743318,0.008490629,23653.3356,0.043948133,77815.02009,3.289811695,1106.778605,7662.145081,0.014236342,24925.86643,0.046312508,59505.05836,2.387281442,555.4085873,4907.019721,0.009117292,13138.08071,0.024410685,140574.0217,10.69973802,11.12480392,100.1232353,162.2267647,58.1203988,0.236720143,234.1079697,2107.248703,0.004839814,11479.96542,0.026366556,38616.34892,3.363803591,288.7241106,1018.321176,0.002338824,5913.20731,0.013581131,36057.27115,6.097751907,209.914623,1046.226446,0.002402916,4882.781342,0.011214505,36928.67009,7.563039896,734.2723743,4081.17628,0.009373422,22533.46724,0.051753635,70949.0344,3.148607076
merged_OR014@6_3.xlsx,12000,32000,OR,0.014,3,6,6.47E-07,0.091912828,0.826200894,4.035287355,0.002992565,-2.39E-06,0.09399032,0.461536924,3.034616324,0.042110726,-1.71E-07,0.033233536,0.141804176,2.880801098,-0.014429311,-0.040819966,0.050891253,0.094377958,1212.008751,1262.625385,849.4612398,0.173282394,0.569306895,0.001486522,0.249930478,1.22E-05,0.002544101,7.20E-05,0.0033654,0.180131117,0.456674795,0.002706422,0.348835955,2.16E-05,0.003596663,0.000123069,0.007910365,0.708162048,0.179968455,0.000910864,0.107963289,6.05E-06,0.001160547,9.52E-06,0.001819233,0.961979232,0.244693138,1.246635245,3.163370469,0.549257305,1.63199078,0.716469947,2.314957982,0.563333759,2.013672577,0.707350229,2.192157419,0.585317397,7.568650302,0.425441841,1.849900205,1723,11.43808935,102.9428042,155.5071958,67.67719151,0.203383214,604.372343,9690.081241,0.016833274,25564.90471,0.044410469,101357.4171,3.964709366,327.0565835,5851.648681,0.010165282,16649.45433,0.028922857,75585.30031,4.539806458,750.8596839,6628.993275,0.011515658,19897.40133,0.034565078,54813.32425,2.754798144,345.4282863,2696.336337,0.004683982,15035.332,0.026118859,111453.9372,7.412801869,10.95942662,98.63483957,159.8151604,57.25640202,0.236720143,165.1382285,1669.434957,0.003065906,12065.45523,0.022158129,43236.44386,3.583490473,173.7791511,1134.802713,0.002084058,7635.979704,0.014023426,52503.94043,6.875861705,233.4572149,1401.068491,0.002573053,5451.730763,0.010012067,41007.45726,7.52191534,789.0109969,4320.852392,0.007935217,19019.68239,0.034929521,74466.52709,3.915235048
merged_OR021@6_0.xlsx,12000,32000,OR,0.021,0,6,3.36E-05,0.577322433,6.689306023,21.61818491,0.0021289,2.24E-06,0.191066676,2.014496648,11.41682388,0.172575296,-2.05E-06,0.093500527,0.755146578,9.360088266,0.399532054,-0.006946279,-0.047490908,-0.024638874,1152.740901,1287.593689,754.1028261,0.077867269,0.72626972,0.001609445,0.191479092,1.35E-05,0.001929475,5.41E-06,0.000826114,0.360006361,0.275815335,0.003895539,0.344787135,3.09E-05,0.003189394,0.000237364,0.012037939,0.751594724,0.199691068,0.000966176,0.046711058,7.00E-06,0.000476636,1.21E-06,0.000552127,0.216294147,0.103602735,2.633173825,3.636966485,0.413150889,1.665788429,0.555354516,4.099224022,0.435657534,1.925685787,0.60496615,4.0481124,0.022783159,4.458750459,0.068625845,1.496238735,1796,11.9226979,107.3042811,162.0957189,70.54453624,0.203383214,8003.161709,674113.904,0.010594491,7068263.728,0.111086056,35517416.71,5.024913907,53912.10334,12275756.32,0.192927911,15765328.67,0.247770634,20699004.61,1.312944693,1808.463108,84257.6746,0.001324208,844168.3353,0.013267096,3187600.391,3.776024588,3370.05733,133589.4752,0.002099515,524522.8209,0.008243491,3852762.824,7.345272066,11.4237552,102.8137968,166.5862032,59.68223913,0.236720143,2733.389558,79043.65381,0.017999541,607846.703,0.138416701,1664368.766,2.738139005,248.3959498,3007.647918,0.000684891,16902.79566,0.003849045,180649.725,10.68756486,2603.122232,36462.27191,0.00830306,51829.92923,0.011802528,932423.2663,17.99005478,7046.769056,270929.4237,0.06169509,297226.5937,0.067683389,1630662.487,5.486260388
merged_OR021@6_1.xlsx,12000,32000,OR,0.021,1,6,7.57E-06,0.563031694,6.986910371,22.66840818,0.019182297,5.81E-06,0.17888886,1.815028317,13.78681958,0.266239508,2.52E-06,0.081918263,0.698986527,10.86675125,0.366831007,0.020304607,-0.024988164,-0.000612865,1171.401478,1350.058194,777.0115634,0.064505864,0.720801541,0.001229449,0.210335477,1.00E-05,0.002164561,3.60E-06,0.000949476,0.286871716,0.294192965,0.005386875,0.393914624,4.39E-05,0.00358343,0.000348487,0.015657967,0.749181482,0.203941102,0.000931531,0.044946284,7.19E-06,0.000454697,2.49E-06,0.000535215,0.224859615,0.086101786,2.450097816,3.534361304,0.228230501,1.31981519,0.533962094,4.679707835,0.228333353,1.39456186,0.604047153,4.760448151,0.010332003,1.443587946,0.060638506,1.774007939,1771,11.75673607,105.8106246,159.8393754,69.56256887,0.203383214,10198.49311,599142.0767,0.009627523,7742873.22,0.124419058,34692050.6,4.480513837,43033.36102,11899432.94,0.191210187,15265371.93,0.245296952,20911512.02,1.369865871,1676.680463,84264.50018,0.001354034,704654.1352,0.011322981,2890307.814,4.101739662,2852.547538,169272.5427,0.002720015,615911.0498,0.009896981,3784349.199,6.144311261,11.26473856,101.3826471,164.2673529,58.851473,0.236720143,4026.381524,90381.93896,0.020224384,590028.2971,0.132028138,2010202.824,3.406960029,394.6655656,5438.123845,0.001216866,17623.50403,0.003943537,172986.6926,9.81568094,2024.592187,36393.94499,0.008143719,48590.76774,0.010872951,998041.9997,20.53974543,6489.924695,203444.9855,0.045524024,222091.1099,0.049696389,2054872.761,9.252386385
merged_OR021@6_2.xlsx,12000,32000,OR,0.021,2,6,-4.90E-06,0.558773934,6.93873679,24.00025798,0.037262755,2.76E-06,0.188199696,2.038654419,13.87339723,0.210220733,-6.70E-07,0.080538835,0.700238082,10.9093925,0.318140334,-0.0207011,-0.08900045,-0.01665294,1171.380423,1362.418212,803.2347688,0.066464001,0.717588947,0.001199844,0.211626817,9.58E-06,0.002167556,3.77E-06,0.000939478,0.252012651,0.272527927,0.006306771,0.44663738,5.00E-05,0.003799784,0.000405355,0.018260126,0.758521853,0.198453719,0.00098532,0.041148534,6.99E-06,0.000412784,2.28E-06,0.000468519,0.263732798,0.087623054,2.633084084,3.615900737,0.190246906,1.217720002,0.473822448,5.142997693,0.191611866,1.370309007,0.570442,5.251066764,0.009311463,1.656456951,0.051449719,2.005208377,1748,11.60405118,104.4364606,157.7635394,68.65915888,0.203383214,9183.803812,524278.4216,0.008378345,8050538.555,0.128653375,34487077.68,4.283822436,51070.84031,11494673.61,0.183693121,15029491.35,0.240182041,21833254.06,1.452694143,2134.103569,96687.68419,0.001545138,766977.2519,0.012256846,2752408.333,3.588644026,2500.3328,127356.6044,0.00203525,503285.8571,0.008042869,3444738.823,6.844497564,11.11844326,100.0659893,162.1340107,58.08716816,0.236720143,4481.268178,129464.9123,0.025582649,664437.7026,0.131294851,2345221.383,3.529633213,362.2601166,4335.148296,0.000856638,23099.11571,0.004564453,246700.9556,10.68010389,3068.624454,50425.23249,0.009964175,60993.37336,0.012052471,1074224.262,17.61214707,6263.890242,190611.3509,0.037665365,211989.5983,0.04188977,2365127.347,11.15680847
merged_OR021@6_3.xlsx,12000,32000,OR,0.021,3,6,-2.94E-06,0.538900404,7.12951595,24.14919195,0.017372404,1.59E-06,0.183952663,2.078936271,14.20063286,0.304836418,1.31E-06,0.085261554,0.754305703,9.28596149,0.396792298,-0.001571801,0.01443321,0.011897477,1180.678849,1342.665043,768.4164841,0.069210775,0.709708909,0.001087649,0.21681388,8.38E-06,0.002191741,4.13E-06,0.000974537,0.283519495,0.272349692,0.007202662,0.414628729,5.82E-05,0.003409282,0.000470887,0.018361011,0.815690177,0.150525095,0.00085734,0.032226512,5.36E-06,0.000325013,1.74E-06,0.000368768,0.244112931,0.084849342,2.605873731,4.714887634,0.151006543,1.26863243,0.522910895,6.727810953,0.143845849,1.563395959,0.642874482,6.743556635,0.008773915,2.379160346,0.053076442,2.642683987,1721,11.42481241,102.8233116,155.3266884,67.59863412,0.203383214,8690.424962,591982.8388,0.010033815,7812698.425,0.132421363,32901357.9,4.211266852,49849.15814,11058677.45,0.187439097,14155940.54,0.23993617,19777759.13,1.397134939,2443.935291,135837.2413,0.002302374,689775.8933,0.011691359,2605003.596,3.776594139,3525.433419,191507.1736,0.003245952,612982.0832,0.010389742,4039749.961,6.590323064,10.94670529,98.52034759,159.6296524,57.18994073,0.236720143,3955.770519,110949.8662,0.023448565,601438.17,0.127110221,1996649.737,3.319792186,239.3972486,2460.157547,0.000519939,18924.53911,0.003999584,223117.8841,11.78987149,3162.250724,57518.08159,0.012156089,67382.21821,0.014240813,963713.092,14.3021871,5723.359876,208278.9312,0.044018458,227854.754,0.048155687,2151766.136,9.443586754
merged_OR007@12_0.xlsx,12000,32000,OR,0.007,0,12,-2.61E-06,0.236792748,1.873422302,8.095943404,-0.015314563,1.72E-06,0.126433546,1.100101313,4.895113094,0.01240363,6.77E-07,0.036291418,0.164721094,2.935857216,0.006266423,0.03357397,0.025053021,0.155326456,1198.101919,1469.290902,905.7301115,0.024515523,0.731437924,0.000586961,0.239888813,4.90E-06,0.002474008,1.94E-06,0.001089933,0.090050836,0.263707152,0.004972601,0.611640766,3.97E-05,0.00544108,0.000273617,0.023874237,0.447720062,0.287602079,0.000698902,0.257193956,4.76E-06,0.002812273,3.93E-06,0.003964039,0.272240923,0.054756364,2.773674957,2.543228914,0.118039106,0.839834077,0.392205403,0.932715592,0.123404312,1.0298909,0.454690581,0.879718396,0.007083348,0.493014034,0.045653105,0.274955169,1797,11.92933637,107.3640273,162.1859727,70.58381494,0.203383214,1461.836882,45725.3732,0.006997327,1196348.233,0.183076476,2914200.922,2.435913592,15607.11584,1296706.832,0.198434294,1897428.434,0.290362372,1781897.939,0.939112067,1160.788742,21015.73959,0.003216026,296101.2877,0.045312208,383336.0898,1.294611356,1409.73394,32646.08167,0.004995811,92634.94481,0.014175872,906286.9766,9.783424371,11.43011586,102.8710428,166.6789572,59.71546978,0.236720143,1703.891723,18107.68938,0.014769695,91164.33808,0.074358991,396351.2795,4.347657076,584.0991345,4998.770438,0.004077291,15045.6539,0.012272119,114829.9794,7.632102942,955.6875983,7443.683273,0.006071505,13394.56384,0.010925393,248455.4949,18.54897987,2009.421875,24617.21873,0.02007925,51191.82777,0.041755063,298850.1264,5.837848333
merged_OR007@12_1.xlsx,12000,32000,OR,0.007,1,12,5.70E-06,0.233313992,2.031468852,8.003707817,-0.009340091,-1.29E-06,0.133417828,1.201818465,5.195282412,0.014016799,4.04E-07,0.038056431,0.178208853,2.850856694,0.022338528,-0.020732316,0.006443875,-0.090535086,1185.022445,1454.234893,899.0388479,0.029687896,0.732502008,0.000675278,0.233692871,5.59E-06,0.002370887,2.03E-06,0.001063445,0.094656178,0.260560898,0.004695209,0.610416131,3.75E-05,0.00549496,0.000255926,0.023883161,0.480030691,0.272278385,0.000682613,0.240637638,4.60E-06,0.00264992,3.84E-06,0.003712313,0.313639285,0.061845829,2.811250704,2.690268663,0.14382279,0.989255036,0.3828419,0.971140146,0.148794208,1.213611826,0.431465756,0.89470142,0.007929243,0.528790386,0.044526991,0.286464371,1773,11.77001301,105.9301171,160.0198829,69.64112626,0.203383214,1696.819391,44402.14616,0.007053014,1176066.247,0.186811065,2662208.935,2.263655591,16860.47807,1243495.292,0.197521764,1271242.826,0.201929293,1467389.578,1.154295267,1093.809562,24860.76368,0.003948983,67121.51523,0.01066185,353220.0243,5.262396463,1671.845755,37697.87527,0.005988081,144679.2081,0.022981424,2687626.312,18.57645164,11.27745989,101.497139,164.452861,58.91793429,0.236720143,2008.229979,25169.46855,0.017711033,103558.7854,0.072871347,215454.2939,2.080502326,611.6313865,5053.209858,0.003555799,17679.55312,0.012440594,171368.3464,9.693024774,661.4272088,5529.963306,0.003891277,13392.16064,0.009423679,260029.1146,19.41651699,2533.837583,39431.32426,0.027746692,60896.34934,0.042851014,359361.5085,5.901199536
merged_OR007@12_2.xlsx,12000,32000,OR,0.007,2,12,3.51E-06,0.269659951,2.323499385,8.541208425,-0.011276216,-6.01E-07,0.142627559,1.228181511,7.51326529,0.032127278,-8.84E-07,0.036583627,0.1907733,3.279174759,-0.016359786,-0.014685188,0.014360002,0.022547696,1192.204695,1425.102953,873.9417454,0.03513366,0.728576679,0.000747792,0.232118678,6.23E-06,0.002358754,1.88E-06,0.001056334,0.120106257,0.225933994,0.004854826,0.618022094,3.90E-05,0.005418282,0.000262707,0.025362792,0.65414107,0.218157395,0.00117918,0.122892668,8.22E-06,0.001284168,2.52E-05,0.002312127,0.292521478,0.053709607,3.224732443,3.339683623,0.154030621,0.634162838,0.375583139,1.88879192,0.159455697,0.757952558,0.435332423,1.836795653,0.00714365,0.074538271,0.041648965,0.456866705,1750,11.61732813,104.5559532,157.9440468,68.73771627,0.203383214,1424.78673,32277.52707,0.003398434,1745063.848,0.183734162,3916463.24,2.244309424,17052.66956,2257347.989,0.237671499,3398115.59,0.35778056,2545706.015,0.749152272,2251.899267,49535.5572,0.005215496,583507.0986,0.061436255,495729.4043,0.849568764,1899.164229,39408.88503,0.00414928,107178.4578,0.011284598,1292533.676,12.05964056,11.13116459,100.1804813,162.3195187,58.15362945,0.236720143,3151.529843,67574.12937,0.033819168,270306.1472,0.13528149,713401.9042,2.639236701,883.6887237,8232.549192,0.004120186,22633.34358,0.011327424,275489.9132,12.17186105,1756.749499,15797.24534,0.007906128,28747.70902,0.014387512,352627.8149,12.26629276,2583.4485,67520.91441,0.033792535,89574.78442,0.044829947,614379.2163,6.858841138
merged_OR007@12_3.xlsx,12000,32000,OR,0.007,3,12,2.51E-06,0.254499767,1.933723437,8.312755593,-0.016231429,-3.21E-07,0.13636604,1.156340089,6.302246687,0.020423083,-1.26E-06,0.041260992,0.21237925,3.075263756,0.008164601,0.037049336,0.032952775,0.038605595,1180.664008,1432.975578,886.5712704,0.045382845,0.718919856,0.000704575,0.231569684,5.74E-06,0.002350506,1.76E-06,0.001065035,0.161644156,0.222841626,0.004407403,0.582162533,3.51E-05,0.005119927,0.000235091,0.023554114,0.745492922,0.169157243,0.000955842,0.081978133,6.26E-06,0.000857883,1.53E-05,0.001536365,0.280757723,0.060876292,3.226147052,4.250009293,0.159861699,0.737124758,0.39777497,2.824773814,0.163382628,0.917068953,0.459089844,2.739891416,0.007465654,0.114346539,0.045216521,0.693217512,1724,11.44472782,103.0025504,155.5974496,67.7164702,0.203383214,2438.995527,44462.76716,0.005363016,1477158.688,0.178172141,3151716.248,2.133634168,18577.74303,1701728.971,0.205259392,2729547.142,0.329232913,2186182.888,0.800932453,2176.193649,53427.20608,0.00644429,553539.0821,0.066766857,531728.7319,0.960598355,1163.859572,22041.69691,0.002658629,97005.60546,0.011700636,1301340.699,13.41510826,10.96578728,98.69208556,159.9079144,57.28963267,0.236720143,3368.414352,64674.53914,0.038713685,215380.1475,0.128924912,484504.8436,2.249533438,628.8292249,5781.166649,0.003460562,22362.7861,0.013386193,238517.6009,10.66582669,1519.655773,14583.16207,0.008729369,24375.78521,0.014591159,261403.9036,10.72391725,1972.294769,41778.34086,0.025008196,62711.34548,0.037538533,377675.3551,6.022440633
merged_OR021@12_0.xlsx,12000,32000,OR,0.021,0,12,6.68E-09,0.379985477,4.823228909,35.05007828,-0.266628645,7.07E-07,0.131812352,0.951749365,7.644933211,0.096403257,-7.58E-07,0.05776205,0.401359966,5.938160428,-0.290285257,0.021209941,0.007600326,-0.050081114,1120.182477,1154.504988,805.3389402,0.060353047,0.731371859,0.00133922,0.204042408,1.06E-05,0.002070358,1.75E-06,0.000810737,0.211166707,0.52019891,0.001652372,0.260243556,1.30E-05,0.002701584,5.00E-05,0.003973926,0.587050761,0.265277606,0.000964787,0.143073725,6.97E-06,0.0015399,1.22E-06,0.002085028,0.285807586,0.102807203,1.405946542,2.757005652,0.810483431,1.388098762,0.784044035,1.426134733,0.819438313,1.523474856,0.766349484,1.344475153,0.034941649,1.433082057,0.204014096,0.388837417,1796,11.9226979,107.3042811,162.0957189,70.54453624,0.203383214,13804.28407,816595.708,0.026474417,6778197.97,0.219752365,14712230.21,2.170522354,25116.40638,2789606.332,0.090440349,3654263.228,0.118472932,12651213.89,3.462042304,1455.649755,20934.39557,0.000678703,324442.0205,0.010518563,2030655.62,6.258916821,4618.317112,108024.7204,0.003502212,240115.3966,0.007784654,2334531.724,9.722540733,11.4237552,102.8137968,166.5862032,59.68223913,0.236720143,3928.40545,68671.67885,0.037705142,434598.1903,0.238622189,598255.3118,1.376571107,199.9406311,1820.804505,0.000999738,10733.95966,0.00589363,143635.5957,13.38141751,1253.075937,8419.469929,0.004622827,20511.07447,0.011261891,279852.7884,13.64398481,6723.124958,193790.0446,0.106403123,206611.8314,0.113443104,618532.6111,2.993694053
merged_OR021@12_1.xlsx,12000,32000,OR,0.021,1,12,1.01E-06,0.347033704,4.338693155,33.8617607,-0.311381323,9.03E-06,0.128957343,1.074397367,10.17520501,0.148090548,-1.12E-07,0.051171867,0.393758579,8.395092478,-0.468096938,0.00442768,0.000910403,0.025901532,1117.914664,1214.20523,816.8310237,0.071366661,0.716871206,0.001190153,0.207614914,9.48E-06,0.002110605,1.95E-06,0.000835023,0.190030261,0.559205603,0.001854847,0.242912772,1.66E-05,0.002442218,5.45E-05,0.003483143,0.632530243,0.249112358,0.001033617,0.114382214,7.54E-06,0.001215386,6.51E-06,0.001712135,0.375554191,0.112827271,1.281945679,2.877702298,0.641644877,1.151444816,0.854689163,1.815097872,0.570345702,1.258160762,0.864216365,1.736571169,0.035829714,0.300202526,0.239732701,0.487708896,1771,11.75673607,105.8106246,159.8393754,69.56256887,0.203383214,12344.47687,670833.7864,0.026311159,5814597.282,0.228057672,11816928.93,2.032286736,16009.90035,2456676.392,0.096354721,3172101.066,0.124414804,10355436.05,3.264535347,1337.792725,25495.88266,0.000999989,139262.1566,0.005462081,1282076.65,9.206209935,3616.501078,74788.77581,0.002933334,160713.634,0.006303442,2091757.091,13.01543024,11.26473856,101.3826471,164.2673529,58.851473,0.236720143,4207.381183,81379.98536,0.039163803,489271.1606,0.235459853,850362.4379,1.738018723,501.3798832,3377.806553,0.001625556,11349.45977,0.005461884,165470.185,14.57956487,1659.75061,14881.96432,0.007161888,21418.81643,0.010307723,312883.5395,14.60788183,6512.1796,213125.1267,0.102565643,234637.8353,0.11291855,772889.0306,3.29396591
merged_OR021@12_2.xlsx,12000,32000,OR,0.021,2,12,-1.13E-05,0.339372068,4.117292636,34.2545373,-0.328344452,-2.00E-06,0.128638836,1.003720396,9.634156171,0.108678146,-1.48E-06,0.052251969,0.407453863,7.988635108,-0.436458537,0.000727093,0.00679947,-0.009648372,1141.575701,1150.630525,783.8122283,0.072766854,0.716832928,0.001190971,0.206262275,9.62E-06,0.002102125,1.86E-06,0.000833367,0.234581082,0.52713692,0.001943585,0.230400467,1.53E-05,0.002276805,6.13E-05,0.003584544,0.679976399,0.22235751,0.000948748,0.094300852,7.05E-06,0.000997804,5.78E-06,0.001405859,0.310199156,0.107013793,1.359860977,3.223785547,0.612770183,1.2553087,0.895233757,2.187279024,0.628395886,1.364402536,0.923278422,2.106751382,0.030398975,0.322361107,0.232489089,0.592781578,1746,11.59077424,104.3169681,157.5830319,68.58060149,0.203383214,10171.04931,605845.943,0.024619413,5477098.464,0.222569698,11451817.61,2.090854799,23111.37422,2453756.555,0.099711893,3158738.831,0.128359852,9931529.552,3.14414394,2252.913094,35869.30341,0.0014576,235091.454,0.009553276,1444881.831,6.146041494,3482.523658,72101.16555,0.002929934,176988.2485,0.00719217,1940714.851,10.96521869,11.10572193,99.95149733,161.9485027,58.02070686,0.236720143,4138.906779,98197.71065,0.047835838,484134.6097,0.235840372,802327.1201,1.657239751,518.120807,3033.021034,0.0014775,10346.54809,0.005040197,178317.3854,17.23448089,1338.105726,14128.98146,0.006882764,21919.09328,0.010677624,311889.7014,14.22913336,5170.582878,222578.2259,0.108426315,238788.8281,0.116323115,680471.2593,2.849677955
merged_OR021@12_3.xlsx,12000,32000,OR,0.021,3,12,-3.31E-07,0.308274931,3.918921185,34.05392419,-0.34311075,-1.59E-06,0.132387325,1.010437149,6.624718625,0.044094622,6.22E-07,0.056526328,0.403263853,5.726074939,-0.306889531,-0.002812284,-0.032053718,0.129609906,1121.465774,1131.849174,773.6054121,0.08749296,0.700238704,0.001038767,0.208233724,8.42E-06,0.00212814,1.74E-06,0.000857546,0.355984129,0.441050556,0.001820639,0.195862558,1.42E-05,0.00194937,5.72E-05,0.003261344,0.76374192,0.164231264,0.000741441,0.069488709,5.26E-06,0.000735966,4.41E-06,0.00105103,0.245777699,0.114558279,1.587660856,4.263735698,0.570550704,1.401011385,1.063162484,2.996655512,0.591750373,1.601062895,1.091706606,2.891627315,0.030462795,0.394801746,0.262942412,0.815910094,1718,11.40489699,102.6440729,155.0559271,67.48079803,0.203383214,10686.43043,585229.2589,0.029126761,4499502.622,0.223939484,9352017.882,2.078455925,15357.55212,1819763.061,0.090569299,2340238.982,0.116473298,8119044.627,3.469322872,1669.073756,23229.85226,0.001156146,158964.421,0.007911632,1036028.909,6.517363461,3467.772157,70181.25769,0.003492909,155270.3516,0.007727779,1842442.038,11.86602606,10.92762329,98.34860963,159.3513904,57.09024879,0.236720143,3868.846983,75706.05296,0.042440832,347024.4772,0.194542008,542557.1971,1.563455124,464.882855,3093.677783,0.001734317,12654.78141,0.007094274,150212.9656,11.87005612,1426.382485,11123.7211,0.006235961,22633.98989,0.01268862,243885.7022,10.7751971,5380.515756,150419.3524,0.084325126,167920.9451,0.094136523,380182.5844,2.26405696
